"Scientific name","New","Common name","Clade","Taxon ID","Assembly name","Accession","Genome size (bps)","Annotation provider","Annotation method","Annotation","Genome","Homology","RNA Seq"
"Griposia aprilina","","Moths (alternate haplotype)","Lepidoptera","1101106","ilGriApri1.1_alternate_haplotype","GCA_916610245.1","680809608","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Griposia aprilina","","Moths","Lepidoptera","1101106","ilGriApri1.1","GCA_916610205.1","720411482","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Grus americana","","Whooping crane","Birds","9117","bGruAme1.mat","GCA_028858705.1","1257837975","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Gymnocheta viridis","","Flies","Diptera","631317","idGymViri1.1","GCA_956483585.1","600300880","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Gymnocypris eckloni scoliostomus","","Yellow River scaleless carp","Fish","334712","ASM2756415v1","GCA_027564155.1","948071110","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Gymnodraco acuticeps","","Ploughfish","Fish","8218","fGymAcu1.1","GCA_902827175.1","996888495","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Gymnoscelis rufifasciata","","Moths","Lepidoptera","934940","ilGymRufi1.1","GCA_929108375.1","461994518","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Gymnosoma rotundatum","","Flies","Diptera","569046","idGymRotn1.2","GCA_916610165.2","779127282","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Gymnosoma rotundatum","","Flies (alternate haplotype)","Diptera","569046","idGymRotn1.2_alternate_haplotype","GCA_916610175.2","727759851","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Gymnosoma rotundatum","","Flies","Diptera","569046","idGymRotn1.1","GCA_916610165.1","780496486","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Gymnosoma rotundatum","","Flies (alternate haplotype)","Diptera","569046","idGymRotn1.1_alternate_haplotype","GCA_916610175.1","728837805","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Habropoda laboriosa","","Southeastern blueberry bee (0110345459)","Hymenoptera","597456","ASM126327v1","GCA_001263275.1","296954667","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Habrosyne pyritoides","","Moths","Lepidoptera","721137","ilHabPyri1.1","GCA_907165245.1","400553399","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Habrosyne pyritoides","","Moths (alternate haplotype)","Lepidoptera","721137","ilHabPyri1.1_alternate_haplotype","GCA_907165225.1","398325470","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Haemaphysalis longicornis","","Longhorned tick (HaeL-2018)","Arthropods","44386","ASM1333976v1","GCA_013339765.1","2554970390","TIGMIC Group, Beijing Institute of Microbiology and Epidemiology","Import","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Haemonchus contortus","","Barber pole worm (ISE inbred ISE)","Metazoa","6289","haemonchus_contortus_MHCO3ISE_4.0","GCA_000469685.2","283439308","Wellcome Sanger Institute","Import","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Haemorhous mexicanus","","House finch","Birds","30427","bHaeMex1.pri","GCA_027477595.1","1148233018","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Haliaeetus albicilla","","White-tailed eagle","Birds","8969","bHalAlb1.1","GCA_947461875.1","1320315924","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Halichondria panicea","","Sponges","Metazoa","6063","odHalPani1.1","GCA_963675165.1","131456761","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Haliclystus octoradiatus","","Cnidarians","Metazoa","313498","jrHalOcto1.1","GCA_916610825.1","261880027","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Haliotis rubra","","Blacklip abalone (DU_JTF1)","Metazoa","36100","ASM391887v1","GCA_003918875.1","1378282171","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Haliotis rufescens","","Red abalone (VD_foot)","Metazoa","6454","xgHalRufe1.0.p","GCA_023055435.1","1334454214","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Halisarca caerulea","","Sponges","Metazoa","858189","odHalCaeu1.1","GCA_963170055.1","195673586","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Halyomorpha halys","","Brown marmorated stink bug (HHAL.00)","Hemiptera","286706","Hhal_2.0","GCA_000696795.2","998240896","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Halyzia sedecimguttata","","Orange ladybird","Coleoptera","347359","icHalSede1.2","GCA_937662695.2","919090586","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Halyzia sedecimguttata","","Orange ladybird","Coleoptera","347359","icHalSede1.1","GCA_937662695.1","911579813","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Halyzia sedecimguttata","","Orange ladybird (alternate haplotype)","Coleoptera","347359","icHalSede1.1_alternate_haplotype","GCA_937616445.1","909380280","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Harmonia axyridis","","Beetles","Coleoptera","115357","icHarAxyr1.1","GCA_914767665.1","425524972","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Harpagifer antarcticus","","Antarctic spiny plunderfish","Fish","43256","fHarAnt1.1","GCA_902827135.1","941503312","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Harpalus rubripes","","Beetles","Coleoptera","247297","icHarRubr1.1","GCA_963082715.1","1253227451","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Harpalus rufipes","","Beetles","Coleoptera","247442","icHarRufp1.1","GCA_951394225.1","890536119","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Harpalus rufipes","","Beetles (alternate haplotype)","Coleoptera","247442","icHarRufp1.1_alternate_haplotype","GCA_951394325.1","847234167","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Harpegnathos saltator","","Indian jumping ant (DR-91)","Hymenoptera","610380","Hsal_v8.5","GCA_003227715.2","334161684","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hecatera dysodea","","Moths","Lepidoptera","988125","ilHecDyso1.2","GCA_905332915.2","640896252","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hecatera dysodea","","Moths","Lepidoptera","988125","ilHecDyso1.1","GCA_905332915.1","640896252","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hedera helix","","English ivy","Plants","4052","drHedHeli1.2","GCA_947179155.2","1198586830","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hedya salicella","","Moths","Lepidoptera","1869985","ilHedSali1.2","GCA_905404275.2","742309209","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hedya salicella","","Moths","Lepidoptera","1869985","ilHedSali1.1","GCA_905404275.1","742375031","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hedya salicella","","Moths (alternate haplotype)","Lepidoptera","1869985","ilHedSali1.1_alternate_haplotype","GCA_905404235.1","722634899","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Heliconius sara","","Butterflies","Lepidoptera","33443","iHelSar1.1","GCA_917862395.1","348892302","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Helicoverpa armigera","","Cotton bollworm (SCD)","Lepidoptera","29058","HaSCD2","GCA_023701775.1","356685670","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Helicoverpa zea","","Corn earworm (HzStark_Cry1AcR)","Lepidoptera","7113","ilHelZeax1.1","GCA_022581195.1","375180944","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Helicoverpa zea","","Corn earworm","Lepidoptera","7113","ilHelZeax1.1","GCA_022581195.1","375165593","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Heliopora coerulea","","Blue coral","Metazoa","86515","ASM3014290v1","GCA_030142905.1","429909776","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Heliothis peltigera","","Moths","Lepidoptera","542982","ilHelPelt1.1","GCA_958496145.1","332828679","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hemaris fuciformis","","Moths (alternate haplotype)","Lepidoptera","987953","iHemFuc1.1_alternate_haplotype","GCA_907164865.1","392415368","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hemaris fuciformis","","Moths","Lepidoptera","987953","iHemFuc1.1","GCA_907164795.1","448837683","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hemibagrus wyckioides","","Bony fishes","Fish","337641","SWU_Hwy_1.0","GCA_019097595.1","789816092","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Hemicrepidius niger","","Beetles","Coleoptera","869179","icHemNige1.1","GCA_963082805.1","377554614","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hemiscyllium ocellatum","","Epaulette shark","Chordates","170820","sHemOce1.pat.X.cur.","GCA_020745735.1","3983483124","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hemistola chrysoprasaria","","Moths","Lepidoptera","934942","ilHemChry1.1","GCA_947063395.1","438237544","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hemithea aestivaria","","Moths","Lepidoptera","572857","ilHemAest2.1","GCA_947507615.1","501696139","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hemithea aestivaria","","Moths (alternate haplotype)","Lepidoptera","572857","ilHemAest2.1_alternate_haplotype","GCA_947461825.1","496814523","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hermaeophaga mercurialis","","Beetles","Coleoptera","347362","icHerMerc2.1","GCA_951812935.1","479394699","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hermetia illucens","","Black soldier fly","Diptera","343691","iHerIll2.2.curated.20191125","GCA_905115235.1","1004948288","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Herminia tarsipennalis","","Moths (alternate haplotype)","Lepidoptera","987440","ilHerTari1.2_alternate_haplotype","GCA_945859615.2","782601069","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Herminia tarsipennalis","","Moths","Lepidoptera","987440","ilHerTari1.2","GCA_945859575.2","788433107","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hesperia comma","","Common branded skipper","Lepidoptera","291688","ilHesComm1.1","GCA_905404135.1","525335281","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hesperia comma","","Common branded skipper (alternate haplotype)","Lepidoptera","291688","ilHesComm1.1_alternate_haplotype","GCA_905404245.1","251808149","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hestina assimilis","","Butterflies","Lepidoptera","378390","ASM2337388v1","GCA_023373885.1","423874072","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Heterocephalus glaber","","Naked mole-rat","Rodents & lagomorphs","10181","Naked_mole-rat_maternal","GCA_944319715.1","2500150894","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Heterocephalus glaber","","Naked mole-rat","Rodents & lagomorphs","10181","Naked_mole-rat_paternal","GCA_944319725.1","2499457497","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Heteromyza rotundicornis","","Flies (alternate haplotype)","Diptera","2867252","idHetRotu1.1_alternate_haplotype","GCA_951394035.1","319555405","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Heteromyza rotundicornis","","Flies","Diptera","2867252","idHetRotu1.1","GCA_951394025.1","333412527","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Heteronetta atricapilla","","Birds (black-headed duck)","Birds","555264","BPBGC_Hatr_1.0","GCA_011075105.1","1151864095","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Hipparchia semele","","Rock grayling","Lepidoptera","111912","ilHipSeme1.2","GCA_933228805.2","403405494","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hipparchia semele","","Rock grayling","Lepidoptera","111912","ilHipSeme1.1","GCA_933228805.1","403405494","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hipparchia semele","","Rock grayling (alternate haplotype)","Lepidoptera","111912","ilHipSeme1.1_alternate_haplotype","GCA_933228835.1","374514753","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hippocampus abdominalis","NEW","Big-belly seahorse (HM12)","Fish","109274","ZJU1.0","GCA_018466805.1","444684485","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hippocampus zosterae","","Dwarf seahorse (Florida)","Fish","109293","ASM2543408v3","GCA_025434085.3","-","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hippoglossus hippoglossus","","Atlantic halibut","Fish","8267","fHipHip1.pri","GCA_009819705.1","596792615","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Hippoglossus stenolepis","","Pacific halibut","Fish","195615","HSTE1.2","GCA_022539355.2","-","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Hippopotamus amphibius","","Hippopotamus","Mammals","9833","HipAmp_v2_BIUU_UCD","GCA_004027065.2","2733493772","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Hipposideros armiger","","Great roundleaf bat","Mammals","186990","ASM189008v1","GCA_001890085.1","2236581172","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hipposideros galeritus","","Cantor's roundleaf bat","Mammals","58069","HipGal_v1_BIUU","GCA_004027415.1","2440750851","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hirtodrosophila cameraria","","Flies","Diptera","1262473","idHirCame2.1","GCA_949708635.1","214495864","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hirtodrosophila cameraria","","Flies (alternate haplotype)","Diptera","1262473","idHirCame2.1_alternate_haplotype","GCA_949708645.1","192527011","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hirundo rustica","","Barn swallow","Birds","43150","bHirRus1.pri.v3","GCA_015227805.3","1105973443","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Hirundo rustica","","Barn swallow","Birds","43150","bHirRus1.pri","GCA_015227805.1","1104070652","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Hofmannophila pseudospretella","","Moths","Lepidoptera","572861","ilHofPseu3.1","GCA_947369225.1","406154854","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homalodisca vitripennis","","Glassy winged sharpshooter (AUS2020)","Hemiptera","197043","UT_GWSS_2.1","GCA_021130785.2","2305003542","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homarus americanus","","American lobster (GMGI-L3)","Arthropods","6706","GMGI_Hamer_2.0","GCA_018991925.1","2292076018","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG01258.pri.mat.f1_v2)","Primates","9606","HG01258.pri.mat.f1_v2","GCA_018469405.1","3032403722","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (NA20129.pri.mat.f1_v2)","Primates","9606","NA20129.pri.mat.f1_v2","GCA_018504635.1","3045032577","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG02818.alt.pat.f1_v2)","Primates","9606","HG02818.alt.pat.f1_v2","GCA_018503575.1","3019578985","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG03579.pri.mat.f1_v2)","Primates","9606","HG03579.pri.mat.f1_v2","GCA_018472825.1","3035126654","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (NA19240.alt.pat.f1_v2)","Primates","9606","NA19240.alt.pat.f1_v2","GCA_018503265.1","3038325696","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG02486.alt.pat.f1_v2)","Primates","9606","HG02486.alt.pat.f1_v2","GCA_018467005.1","2930935689","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG02723.alt.pat.f1_v2)","Primates","9606","HG02723.alt.pat.f1_v2","GCA_018504075.1","3049492048","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG01358.pri.mat.f1_v2.1)","Primates","9606","HG01358.pri.mat.f1_v2.1","GCA_018469865.1","3029571124","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG00438.alt.pat.f1_v2)","Primates","9606","HG00438.alt.pat.f1_v2","GCA_018472595.1","3025118465","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG01978.alt.pat.f1_v2)","Primates","9606","HG01978.alt.pat.f1_v2","GCA_018472845.1","3055071491","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (T2T_CHM13v2.0)","Primates","9606","T2T-CHM13v2.0","GCA_009914755.4","3117275501","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG00621.pri.mat.f1_v2)","Primates","9606","HG00621.pri.mat.f1_v2","GCA_018472605.1","3023009501","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG01106.alt.pat.f1_v2)","Primates","9606","HG01106.alt.pat.f1_v2","GCA_018471075.1","2927007346","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG01361.pri.mat.f1_v2)","Primates","9606","HG01361.pri.mat.f1_v2","GCA_018469685.1","3025297046","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG02257.alt.pat.f1_v2)","Primates","9606","HG02257.alt.pat.f1_v2","GCA_018466835.1","3042496887","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG01928.pri.mat.f1_v2)","Primates","9606","HG01928.pri.mat.f1_v2","GCA_018472695.1","3025944486","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG01952.alt.pat.f1_v2)","Primates","9606","HG01952.alt.pat.f1_v2","GCA_018471555.1","2913263982","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG02572.alt.pat.f1_v2)","Primates","9606","HG02572.alt.pat.f1_v2","GCA_018470435.1","2943627449","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG03098.alt.pat.f1_v2)","Primates","9606","HG03098.alt.pat.f1_v2","GCA_018506155.1","2935645968","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG03486.pri.mat.f1_v2)","Primates","9606","HG03486.pri.mat.f1_v2","GCA_018503525.1","3034898780","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG00733.pri.mat.f1_v2)","Primates","9606","HG00733.pri.mat.f1_v2","GCA_018506975.1","3026516595","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG01106.pri.mat.f1_v2)","Primates","9606","HG01106.pri.mat.f1_v2","GCA_018471345.1","3035829013","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG00735.alt.pat.f1_v2)","Primates","9606","HG00735.alt.pat.f1_v2","GCA_018472715.1","3033541617","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG00741.pri.mat.f1_v2)","Primates","9606","HG00741.pri.mat.f1_v2","GCA_018471095.1","3036685287","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG02886.pri.mat.f1_v2)","Primates","9606","HG02886.pri.mat.f1_v2","GCA_018470455.1","3049118064","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG002.mat.cur.20211005)","Primates","9606","HG002.mat.cur.20211005","GCA_021951015.1","3061735012","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG02257.pri.mat.f1_v2)","Primates","9606","HG02257.pri.mat.f1_v2","GCA_018466845.1","3031054780","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG02717.pri.mat.f1_v2)","Primates","9606","HG02717.pri.mat.f1_v2","GCA_018469935.1","3038304112","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG01358.alt.pat.f1_v2.1)","Primates","9606","HG01358.alt.pat.f1_v2.1","GCA_018469965.1","2932540871","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG02080.pri.mat.f1_v2)","Primates","9606","HG02080.pri.mat.f1_v2","GCA_018504085.1","3033181500","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG02572.pri.mat.f1_v2)","Primates","9606","HG02572.pri.mat.f1_v2","GCA_018470445.1","3055365483","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (NA20129.alt.pat.f1_v2)","Primates","9606","NA20129.alt.pat.f1_v2","GCA_018504625.1","3029071557","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG02559.alt.pat.f1_v2)","Primates","9606","HG02559.alt.pat.f1_v2","GCA_018466855.1","3024156283","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG01891.alt.pat.f1_v2)","Primates","9606","HG01891.alt.pat.f1_v2","GCA_018467165.1","3043232268","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG02145.pri.mat.f1_v2)","Primates","9606","HG02145.pri.mat.f1_v2","GCA_018852585.1","3030572591","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG00673.pri.mat.f1_v2)","Primates","9606","HG00673.pri.mat.f1_v2","GCA_018472565.1","3053568501","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG01243.alt.pat.f1_v2)","Primates","9606","HG01243.alt.pat.f1_v2","GCA_018504045.1","2908728425","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (NA21309.alt.pat.f1_v2)","Primates","9606","NA21309.alt.pat.f1_v2","GCA_018504665.1","3029616838","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG00621.alt.pat.f1_v2)","Primates","9606","HG00621.alt.pat.f1_v2","GCA_018472575.1","2905948993","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG02055.pri.mat.f1_v2)","Primates","9606","HG02055.pri.mat.f1_v2","GCA_018506125.1","3019573615","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG01071.pri.mat.f1_v2 )","Primates","9606","HG01071.pri.mat.f1_v2","GCA_018472685.1","3012710110","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG01258.alt.pat.f1_v2)","Primates","9606","HG01258.alt.pat.f1_v2","GCA_018469675.1","2915178237","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG01109.pri.mat.f1_v2)","Primates","9606","HG01109.pri.mat.f1_v2","GCA_018504365.1","3035660956","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG03492.alt.pat.f1_v2)","Primates","9606","HG03492.alt.pat.f1_v2","GCA_018505835.1","2923665925","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (NA18906.alt.pat.f1_v2)","Primates","9606","NA18906.alt.pat.f1_v2","GCA_018503285.1","3046330261","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG02886.alt.pat.f1_v2)","Primates","9606","HG02886.alt.pat.f1_v2","GCA_018470465.1","3047149239","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Homo sapiens","","Human (HG03453.alt.pat.f1_v2)","Primates","9606","HG03453.alt.pat.f1_v2","GCA_018473305.1","3050441176","Ensembl","Mapping from GRCh38","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
